Details,Posting Date,Description,Amount,Type,Account Head,Statement
DEBIT,12/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231205 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088653450 EED:231206   IND ID:23146399                     IND NAME:Absolut Pet                                                                                                  RDJ6WSIVB TRN: 3408653450TC,-301.35,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231205 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000088653578 EED:231206   IND ID:23166896                     IND NAME:Absolut Pet                                                                                                  RZPQDMA5V TRN: 3408653578TC,-207.71,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/7/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231206 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000083379328 EED:231207   IND ID:23191622                     IND NAME:Absolut Pet                                                                                                  RO7LSAAH5 TRN: 3413379328TC,-165.09,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/8/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231207 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087527682 EED:231208   IND ID:23228857                     IND NAME:Absolut Pet                                                                                                  R35YCHHIE TRN: 3427527682TC,-198.76,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/11/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231208 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000085975888 EED:231211   IND ID:23263089                     IND NAME:Absolut Pet                                                                                                  R54LE633U TRN: 3455975888TC,-133.62,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,12/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231211 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089399396 EED:231212   IND ID:23288914                     IND NAME:Absolut Pet                                                                                                  RRYYBK2O7 TRN: 3469399396TC,-344.41,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231212 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087854878 EED:231213   IND ID:23315750                     IND NAME:Absolut Pet                                                                                                  RKLHKY257 TRN: 3477854878TC,-258.51,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231212 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087855006 EED:231213   IND ID:23337475                     IND NAME:Absolut Pet                                                                                                  R6DA4ECPT TRN: 3477855006TC,-259.07,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,13/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231212 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000087855174 EED:231213   IND ID:23357960                     IND NAME:Absolut Pet                                                                                                  R5UI7CWYO TRN: 3477855174TC,-237.95,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,14/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231213 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000086060344 EED:231214   IND ID:23382881                     IND NAME:Absolut Pet                                                                                                  RZZGWHBGL TRN: 3486060344TC,-157.48,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231214 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000085716090 EED:231215   IND ID:23408718                     IND NAME:Absolut Pet                                                                                                  R53WHXDFB TRN: 3495716090TC,-165.28,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,18/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231215 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089368927 EED:231218   IND ID:23440001                     IND NAME:Absolut Pet                                                                                                  RJ22IU7FU TRN: 3529368927TC,-150.17,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,19/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231218 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000085260843 EED:231219   IND ID:23466152                     IND NAME:Absolut Pet                                                                                                  RLH6EVHID TRN: 3535260843TC,-121.94,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,20/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231219 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089458436 EED:231220   IND ID:23493661                     IND NAME:Absolut Pet                                                                                                  ROMOKOWWK TRN: 3549458436TC,-145.4,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,20/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231219 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089458496 EED:231220   IND ID:23514981                     IND NAME:Absolut Pet                                                                                                  RW7OROMDA TRN: 3549458496TC,-200.75,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,20/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231219 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089458608 EED:231220   IND ID:23535034                     IND NAME:Absolut Pet                                                                                                  RFXGH2ZA3 TRN: 3549458608TC,-191.51,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,21/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231220 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089700509 EED:231221   IND ID:23559574                     IND NAME:Absolut Pet                                                                                                  RQWQNXOZL TRN: 3559700509TC,-203.33,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,22/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231221 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084670264 EED:231222   IND ID:23584541                     IND NAME:Absolut Pet                                                                                                  RSDG4OA4P TRN: 3564670264TC,-66.05,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231222 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084919465 EED:231226   IND ID:23624920                     IND NAME:Absolut Pet                                                                                                  REQA3L4QQ TRN: 3604919465TC,-246.85,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,27/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231226 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000089846090 EED:231227   IND ID:23652506                     IND NAME:Absolut Pet                                                                                                  RBZEVQS77 TRN: 3619846090TC,-296.46,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,28/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231227 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084632747 EED:231228   IND ID:23676557                     IND NAME:Absolut Pet                                                                                                  R7XIA7DMU TRN: 3624632747TC,-184.7,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,28/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231227 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084632845 EED:231228   IND ID:23695204                     IND NAME:Absolut Pet                                                                                                  RCHZ3GZAK TRN: 3624632845TC,-228.96,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,28/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231227 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084633020 EED:231228   IND ID:23710746                     IND NAME:Absolut Pet                                                                                                  RZEXJQRDL TRN: 3624633020TC,-127.32,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,28/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231227 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000084633048 EED:231228   IND ID:23725243                     IND NAME:Absolut Pet                                                                                                  RUH72JES6 TRN: 3624633048TC,-231.04,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,29/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:1811161726 DESC DATE:231228 CO ENTRY DESCR:SHOPIFY   SEC:CCD    TRACE#:028000081748657 EED:231229   IND ID:23746690                     IND NAME:Absolut Pet                                                                                                  RNAW2VFLP TRN: 3631748657TC,-153.33,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,5/12/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230511 CO ENTRY DESCR:R46BGZIIT SEC:CCD    TRACE#:121140398401707 EED:230512   IND ID:18212417                     IND NAME:Absolut Pet TRN: 1328401707TC,-61.73,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,15/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230512 CO ENTRY DESCR:RAKQSTCYH SEC:CCD    TRACE#:121140399195979 EED:230515   IND ID:18239722                     IND NAME:Absolut Pet TRN: 1359195979TC,-72.93,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,16/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230515 CO ENTRY DESCR:RQCZQQZQN SEC:CCD    TRACE#:121140392398423 EED:230516   IND ID:18262767                     IND NAME:Absolut Pet TRN: 1362398423TC,-141.3,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,17/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230516 CO ENTRY DESCR:REOKJAODM SEC:CCD    TRACE#:121140394055751 EED:230517   IND ID:18322164                     IND NAME:Absolut Pet TRN: 1374055751TC,-53.18,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,17/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230516 CO ENTRY DESCR:RION2MHO5 SEC:CCD    TRACE#:121140394055681 EED:230517   IND ID:18304973                     IND NAME:Absolut Pet TRN: 1374055681TC,-99.11,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,17/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230516 CO ENTRY DESCR:RJM4ZLY7W SEC:CCD    TRACE#:121140394055551 EED:230517   IND ID:18286106                     IND NAME:Absolut Pet TRN: 1374055551TC,-168.36,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,18/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230517 CO ENTRY DESCR:RLSXMNOR5 SEC:CCD    TRACE#:121140394566221 EED:230518   IND ID:18343699                     IND NAME:Absolut Pet TRN: 1384566221TC,-13.67,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,19/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230518 CO ENTRY DESCR:RYRMTSLMB SEC:CCD    TRACE#:121140392818939 EED:230519   IND ID:18366115                     IND NAME:Absolut Pet TRN: 1392818939TC,-14,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,24/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230523 CO ENTRY DESCR:RINO7YX4N SEC:CCD    TRACE#:121140398753043 EED:230524   IND ID:18483359                     IND NAME:Absolut Pet TRN: 1448753043TC,-164.69,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,24/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230523 CO ENTRY DESCR:RUIPCJQQN SEC:CCD    TRACE#:121140398752953 EED:230524   IND ID:18465922                     IND NAME:Absolut Pet TRN: 1448752953TC,-175.6,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,25/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230524 CO ENTRY DESCR:R5BK2N5TO SEC:CCD    TRACE#:121140393278786 EED:230525   IND ID:18504542                     IND NAME:Absolut Pet TRN: 1453278786TC,-54.03,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,26/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230525 CO ENTRY DESCR:RUTUMDJ3W SEC:CCD    TRACE#:121140391508582 EED:230526   IND ID:18526540                     IND NAME:Absolut Pet TRN: 1461508582TC,-169.16,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,30/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230526 CO ENTRY DESCR:ROATQQZPB SEC:CCD    TRACE#:121140390424193 EED:230530   IND ID:18549287                     IND NAME:Absolut Pet TRN: 1500424193TC,-145.06,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,31/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230530 CO ENTRY DESCR:RWBIOUQYQ SEC:CCD    TRACE#:121140390505244 EED:230531   IND ID:18581386                     IND NAME:Absolut Pet TRN: 1510505244TC,-78.95,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230531 CO ENTRY DESCR:R4LJBHK27 SEC:CCD    TRACE#:121140396758279 EED:230601   IND ID:18604866                     IND NAME:Absolut Pet TRN: 1526758279TC,-50.74,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230531 CO ENTRY DESCR:R5PEZNB4H SEC:CCD    TRACE#:121140396758569 EED:230601   IND ID:18657786                     IND NAME:Absolut Pet TRN: 1526758569TC,-182.21,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230531 CO ENTRY DESCR:RETLFI6PE SEC:CCD    TRACE#:121140396758476 EED:230601   IND ID:18640347                     IND NAME:Absolut Pet TRN: 1526758476TC,-257.48,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/1/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230531 CO ENTRY DESCR:ROMS3R2ME SEC:CCD    TRACE#:121140396758378 EED:230601   IND ID:18623532                     IND NAME:Absolut Pet TRN: 1526758378TC,-81.84,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/2/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230601 CO ENTRY DESCR:RJPIWPDS6 SEC:CCD    TRACE#:121140393801092 EED:230602   IND ID:18680406                     IND NAME:Absolut Pet TRN: 1533801092TC,-39.61,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/5/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230602 CO ENTRY DESCR:RMLCSNVRI SEC:CCD    TRACE#:121140399913384 EED:230605   IND ID:18706826                     IND NAME:Absolut Pet TRN: 1569913384TC,-65.23,ACH_DEBIT,Short Term Loans,Balance Sheet
DEBIT,6/6/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230605 CO ENTRY DESCR:RVMA7CBAH SEC:CCD    TRACE#:121140394128167 EED:230606   IND ID:18729894                     IND NAME:Absolut Pet TRN: 1574128167TC,-62.99,ACH_DEBIT,Short Term Loans,Balance Sheet
CREDIT,5/10/2023,ORIG CO NAME:SHOPIFY CAPITAL        ORIG ID:7811161726 DESC DATE:230509 CO ENTRY DESCR:F5MQGNFLU SEC:CCD    TRACE#:121140390122889 EED:230510   IND ID:18183309                     IND NAME:Absolut Pet TRN: 1300122889TC,40000,ACH_CREDIT,Short Term Loans,Balance Sheet
